"","OBJECTID","Unique School ID","Year corresponding to survey record","Postal state abbreviation code","NCES Agency ID","State Local Education Number","Education Agency Name","School name","Location address, street 1","Location address, street 2","Location city","Location state","Location 5 digit ZIP code","Location Secondary ZIP code","Telephone number","Whether a Charter School","Virtual School Status","Grades Offered - Lowest","Grades Offered - Highest","School level","Start of year status (code)","School type (description)","Start of year Status (description)","Locale Code","County Name","Total of free lunch and reduced-price lunch eligible","Free Lunch Program","Reduced-Lunch Program","Direct Certification","Prekindergarten students","Kindergarten students","Grade 1 students","Grade 2 students","Grade 3 students","Grade 4 students","Grade 5 students","Grade 6 students","Grade 7 students","Grade 8 students","Grade 9 students","Grade 10 students","Grade 11 students","Grade 12 students","Grade 13 students","Ungraded students","Adult Education Students","Total Male Enrollment","Total Female Enrollment","Total students, all grades (includes AE)","Total elementary/secondary students (excludes AE)","Total Teachers","Student teacher ratio","All Students - American Indian/Alaska Native - Male","All Students - American Indian/Alaska Native - Female","All Students - American Indian/Alaska Native","All Students - Asian - Male","All Students - Asian - Female","All Students - Asian","All Students - Black or African American - Male","All Students - Black or African American - Female","All Students - Black  or African American","All Students - Native Hawai'ian or Other Pacific Islander - Male","All Students - Native Hawai'ian or Other Pacific Islander - Female","All Students - Native Hawai'ian or Other Pacific Islander","All Students - Hispanic - Male","All Students - Hispanic - Female","All Students - Hispanic","All Students - Two or More Races - Male","All Students - Two or More Races - Female","All Students - Two or More Races","All Students - White - Male","All Students - White - Female","All Students - White","Latitude","Longitude","PctNonWhite","x","y","Total_TravelTime_SERV10","Total_TravelTime_SERV22","Total_TravelTime_SERV50","Total_TravelTime_SERV52","Total_TravelTime_SERV56","Total_TravelTime_SERV57","Total_TravelTime_SERV58","Total_TravelTime_SERV59","Total_TravelTime_SERV80","Total_Kilometers_SERV10","Total_Kilometers_SERV22","Total_Kilometers_SERV50","Total_Kilometers_SERV52","Total_Kilometers_SERV56","Total_Kilometers_SERV57","Total_Kilometers_SERV58","Total_Kilometers_SERV59","Total_Kilometers_SERV80"
"11",92252,"510001302026.00","2022-2023","VA",5100013,"VA-311","Amelia-Nottoway Vocational-Technical Center","AMELIA-NOTTOWAY VOC CTR","148 Vo Tech Rd",NA,"Jetersville","VA",23083,NA,"(434)645-7854","No","Supplemental Virtual","N","N","Not applicable",1,"Career and Technical School","Currently operational","42-Rural: Distant","Nottoway County",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.263737,-78.132692,NA,-78.132692,37.263737,24.0674731787419,54.372035812755,149.991748389359,112.493274082331,62.9530536130772,327.265963978753,178.809960660698,489.335954777313,146.954218958873,29.167119026936,78.2477928288339,232.91682432923,172.785516606051,82.8736838527314,536.022397925588,253.723990832764,819.579262287211,224.506830082613
"12",92253,"510001402086.00","2022-2023","VA",5100014,"VA-280","Cooperative Centers for Exceptional Children","COOP CTR FOR EXCEP CHILDREN","200 Maroon Tide Dr",NA,"Galax","VA",24333,NA,"(276)236-8811","No","Supplemental Virtual","N","N","Not applicable",1,"Special Education School","Currently operational","33-Town: Remote","Galax city",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6546,-80.9237,NA,-80.9237,36.6546,6.29584917864462,67.8183138465718,204.476688994103,165.171511522379,252.527583134544,208.522377939557,326.730712370066,365.856657986686,98.0068907207842,3.44963964896955,101.540847745046,352.914761149814,270.708092470019,430.886133398964,333.339603338641,527.534944254729,612.195948436227,144.005607456115
"13",92254,"510001702089.00","2022-2023","VA",5100017,"VA-285","New Horizons Regional Education Center - Special Education","CENTER FOR AUTISM","1501 Kiln Creek Pkwy",NA,"Newport News","VA",23602,NA,"(757)874-4444","No","Supplemental Virtual","N","N","Not applicable",1,"Special Education School","Currently operational","12-City: Mid-size","Newport News city",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.122087,-76.488338,NA,-76.488338,37.122087,8.83747583757976,29.0487211592254,37.9200678704121,16.1295214363916,46.7611844971955,NA,181.421461689957,NA,36.7492752996853,5.98961784918616,37.3990766641192,51.050152698806,17.0571697131753,70.7901612210837,NA,278.52341875068,NA,50.8014369923053
"14",92255,"510001702639.00","2022-2023","VA",5100017,"VA-285","New Horizons Regional Education Center - Special Education","NEWPORT ACADEMY","13400 Woodside Lane",NA,"Newport News","VA",23608,NA,"(757)874-4444","No","Supplemental Virtual","N","N","Not applicable",1,"Special Education School","Currently operational","12-City: Mid-size","Newport News city",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1714,-76.5268,NA,-76.5268,37.1714,9.06337242084589,23.3251438646926,43.7648401347667,10.0745704068005,41.0376072026626,NA,175.697884395424,NA,42.5940475640398,6.46546548420916,29.1968389719937,61.3503220806552,8.44683952227062,62.5879235289583,NA,270.321181058554,NA,61.1016063741545
"15",92256,"510001802090.00","2022-2023","VA",5100018,"VA-286","Piedmont Regional Education Program","PIEDMONT REG ED/IVY CREEK","227 Lambs Lane",NA,"Charlottesville","VA",22901,NA,"(434)975-9420","No","Supplemental Virtual","N","N","Not applicable",1,"Special Education School","Currently operational","41-Rural: Fringe","Albemarle County",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.0749,-78.5071,NA,-78.5071,38.0749,15.8607755860793,44.3859029818765,151.920727079272,43.9340611569113,77.8327749611721,365.361811057656,158.896655967642,432.917579766245,185.050027739679,7.10511867960729,63.2726008334506,190.304064018111,61.4967865294474,123.233192326556,600.184385189696,193.678359383493,751.200794686818,288.668725793987
"16",92257,"510002401572.00","2022-2023","VA",5100024,"VA-282","Laurel Regional Special Education Center","LAUREL REGIONAL SPECIAL ED CTR","401 Monticello Avenue",NA,"Lynchburg","VA",24502,NA,"(434)515-5170","No","Supplemental Virtual","N","N","Not applicable",1,"Special Education School","Currently operational","13-City: Small","Lynchburg city",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.404444,-79.179861,NA,-79.179861,37.404444,4.21151607167667,80.8469312624614,220.856765751355,86.1347303606906,135.836998178963,301.087556363619,231.221483253796,431.168868507741,120.775727268127,1.99189188928983,117.010753726304,311.196210730994,121.79412875182,218.97330646055,495.450198939168,304.360554968903,713.765810904547,183.934631096193
"17",92258,"510002501575.00","2022-2023","VA",5100025,"VA-284","Northwestern Regional Education Program","Northwester Regional Educational Programs","1481 Senseny Rd",NA,"Winchester","VA",22602,NA,"(540)665-0103","No","Supplemental Virtual","N","N","Not applicable",1,"Special Education School","Currently operational","23-Suburb: Small","Frederick County",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.16992,-78.136174,NA,-78.136174,39.16992,13.0383050300463,61.1832180112228,102.356881172892,92.0893496520271,115.355514497533,NA,109.332810061263,110.192731661504,NA,6.15063905226659,88.3554832295917,125.730732161856,151.484566123388,158.998966220692,NA,129.105027527238,161.151393067344,NA
"18",92259,"510002601576.00","2022-2023","VA",5100026,"VA-290","Northern Virginia Regional Special Education Pgm","N VIRGINIA REG SPEC ED PGM","14800 Joplin Rd",NA,"Manassas","VA",22108,NA,"(703)791-7295","No","Supplemental Virtual","N","N","Not applicable",1,"Special Education School","Currently operational","41-Rural: Fringe","Prince William County",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6281,-77.437607,NA,-77.437607,38.6281,22.8709821217739,46.3389171637846,64.207410497937,130.257243182296,83.362006996418,NA,69.9403404940429,117.438899579509,NA,17.3935072850716,52.9987272774627,66.8026187163414,220.775469121367,132.489254349005,NA,69.5107802011081,146.429464009036,NA
"19",92260,"510002801504.00","2022-2023","VA",5100028,"VA-265","Shenandoah Valley Governor's School","Shenandoah Valley Governor's School","49 Hornet Road","Valley  Vo-Tech Center","Fishersville","VA",22939,NA,"(540)245-5088","No","Supplemental Virtual","N","N","Not applicable",1,"Regular School","Currently operational","41-Rural: Fringe","Augusta County",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.116263,-78.989196,NA,-78.989196,38.116263,6.26089955075902,11.1417246059021,165.810938786045,10.6898827809369,97.6428869134976,347.429996482956,172.786867674415,402.028539211718,189.582591513818,3.39704251722589,8.42341705106749,260.46709871107,6.64760274706428,161.543562072005,596.210262442469,263.841394076452,699.312151675919,291.515796741828
"20",92261,"510002901505.00","2022-2023","VA",5100029,"VA-266","Governor's School of Southside Virginia","Governor's School of Southside Virginia","200 Daniel Rd","Southside Va Community College","Keysville","VA",23947,NA,"(434)736-2086","No","Supplemental Virtual","N","N","Not applicable",1,"Regular School","Currently operational","43-Rural: Remote","Charlotte County",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.034997,-78.457552,NA,-78.457552,37.034997,30.8097383250569,73.4872529220384,168.515462622247,131.665072315089,92.0356398483463,300.489293609162,207.892546895968,488.206573662165,120.177548589282,36.1707945312767,107.90017667668,231.970659287917,181.574989814846,127.707399335099,493.451652500974,298.557706315132,805.619741990771,181.936084657999
"21",92262,"510003201932.00","2022-2023","VA",5100032,"VA-267","Appomattox Regional Governor's School","Appomattox Regional Governor's School","512 W Washington St",NA,"Petersburg","VA",23803,NA,"(804)722-0200","No","Supplemental Virtual","N","N","Not applicable",1,"Regular School","Currently operational","21-Suburb: Large","Petersburg city",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.225579,-77.411534,NA,-77.411534,37.225579,13.2236980043325,5.75947614294127,98.8053755406355,76.4379676138924,35.0835597508264,NA,153.847234685462,NA,97.6346065529911,8.78372628250468,3.99836373083008,126.014074446812,122.374855041504,45.0595493877939,NA,219.200543928862,NA,125.765354925614
"22",92263,"510003301933.00","2022-2023","VA",5100033,"VA-268","A. Linwood Holton Governor's School","A. Linwood Holton Governor's School","One Partnership Circle","Southwest Va Higher Ed Center","Abingdon","VA",24210,NA,"(276)619-4326","No","Supplemental Virtual","N","N","Not applicable",1,"Regular School","Currently operational","23-Suburb: Small","Washington County",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.696706,-82.00065,NA,-82.00065,36.696706,12.8890425584245,32.4503237927348,115.266387806092,191.832685628878,279.188821348574,181.901538724434,353.391967307562,323.532998122675,20.1604044367955,12.1445598362106,52.3188600008806,203.876981321909,337.665666340844,497.843814081312,278.68578834704,594.492609678288,490.358978087081,28.6857758172065
"23",92264,"510003401934.00","2022-2023","VA",5100034,"VA-269","Chesapeake Bay Governor's School","Chesapeake Bay Governor's School","202 South Church Lane",NA,"Tappahannock","VA",22560,NA,"(804)443-0267","No","Supplemental Virtual","N","N","Not applicable",1,"Regular School","Currently operational","32-Town: Distant","Essex County",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.928956,-76.86053,NA,-76.86053,37.928956,7.19978395481454,72.9579747079646,130.936688798889,80.8906704779148,62.512740213851,NA,135.228110103229,173.563081542458,NA,5.09989448678647,95.1831373100783,167.342630747566,104.710718121586,72.2821007002975,NA,159.023330226717,218.923692043678,NA
"24",92265,"510003501936.00","2022-2023","VA",5100035,"VA-270","COMMONWEALTH GOVERNOR'S SCHOOL","Commonwealth Governor's School","12301 Spotswood Furnace Road",NA,"Fredericksburg","VA",22407,NA,"(540)548-1278","No","Supplemental Virtual","N","N","Not applicable",1,"Regular School","Currently operational","41-Rural: Fringe","Spotsylvania County",-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.295361,-77.575187,NA,-77.575187,38.295361,18.6992831429707,67.534933175165,85.4034265093174,110.362361416243,63.4671252303654,NA,91.1363565054233,138.63491559089,NA,11.2847793263204,82.6863834304663,96.490274869345,180.394933746051,92.1087189736884,NA,99.1984363541117,176.11712016204,NA
"25",92266,"510003802280.00","2022-2023","VA",5100038,"VA-564","KINGS DAUGHTERS","KINGS DAUGHTERS HOSP. EP.","601 Childrens Ln","ROB3","Norfolk","VA",23507,NA,"(757)668-7061","No","Supplemental Virtual","PK","12","Other",1,"Special Education School","Currently operational","12-City: Mid-size","Norfolk city",-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.860992,-76.304682,NA,-76.304682,36.860992,1.68759384634014,18.4421536788628,2.85836024815595,45.0154740189447,75.64723301646,NA,210.307510209221,NA,1.68759384634014,0.459833266237347,13.7968759248392,0.708548972738087,63.9659665303203,117.698965667623,NA,325.432223197219,NA,0.459833266237347
"26",92267,"510004002291.00","2022-2023","VA",5100040,"VA-873","Medical College of Virginia","RICHMOND HOSPITAL EP.","1000 E Marshall St","Vmi Bdlg","Richmond","VA",23298,484,"(804)828-0426","No","Supplemental Virtual","PK","12","Other",1,"Special Education School","Currently operational","12-City: Mid-size","Richmond city",-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.541118,-77.43178,NA,-77.43178,37.541118,1.06878195143844,31.7737885251433,95.7029763511755,58.2045020441471,9.89617933466063,NA,128.892377541237,NA,94.5320352994723,0.223852151886974,44.0121115602783,154.732384369745,94.6010766465655,4.45951137981838,NA,181.530967804431,NA,154.483588554602
